name;pcode;pcode_parent;% adaptive pop. (15-34);Land area;Violent incidents last year;% poor cooking fuel;% primary or higher education;% secondary or higher education;% unemployed;% strong floor type;Gini Index;Drought exposure;Flood exposure;Tsunami exposure;% poor lighting;Population density;Population;Poverty incidence;% strong roof type;% improved sanitation;Travel time to nearest city;% population 65+;% population U5;% strong wall type;% improved water source;Nr. of educational facilities per 10,000 people;Nr. of health facilities per 10,000 people;Total river length;pcode_level2;Violent incidents last year (0-10);Drought exposure (0-10);Flood exposure (0-10);Tsunami exposure (0-10);Hazards exposure;% unemployed (0-10);Gini Index (0-10);% poor lighting (0-10);Poverty incidence (0-10);% population U5 (0-10);Vulnerability;% primary or higher education (0-10);% strong roof type (0-10);% improved sanitation (0-10);Travel time to nearest city (0-10);% strong wall type (0-10);% improved water source (0-10);Nr. of educational facilities per 10,000 people (0-10);Nr. of health facilities per 10,000 people (0-10);Lack of Coping Capacity;Risk score
Mandera North;KE009041;KE009;0.3149;5934.4355;0;0.9939;0.2349;0.0432;0.1523;0.0341;0.2646;0.1329;0.0005;0;0.5965;13.997;83064.3303;0.8817;0.0781;0.1339;758.0692;0.0166;0.1474;0.0533;0.405;0.240777237493335;1.44466342496001;626.255944613583;KE009041;0;4.0733;0.8043;0;1.3832;5.6215;2.4595;6.2992;9.3634;2.1105;5.969;8.0764;9.3191;8.824;9.6627;9.5157;5.927;9.2402;8.6571;8.8496;6.2748
Mandera South;KE009042;KE009;0.2808;5744.6966;66.4703;0.9947;0.3129;0.0544;0.138;0.0998;0.2779;0.284;0.0002;0;0.4832;10.4753;60177.2729;0.9152;0.1376;0.1867;625.875;0.0193;0.178;0.1124;0.556;0.16617569253463;2.82498677308872;126.255396780494;KE009042;9.7979;6.2988;0.3616;0;5.8696;6.093;2.7765;5.0946;9.7583;4.4589;6.423;7.1542;8.7171;8.2769;9.3317;8.9168;4.3106;9.4756;7.0053;8.227;6.9728
Mandera West;KE009039;KE009;0.2621;4780.3524;0;0.996;0.3178;0.036;0.1115;0.0423;0.2243;0.1995;0.0001;0;0.4715;8.1351;38888.6689;0.8264;0.1025;0.1048;881.1959;0.0187;0.1784;0.0467;0.0245;0.257144311665697;3.85716467498545;275.4496455775;KE009039;0;5.2627;0.1891;0;1.6876;6.9667;1.499;4.9702;8.7114;4.4896;5.888;7.0962;9.0722;9.1255;9.9226;9.5825;10;9.1885;5.7701;9.0413;6.4407
Manyatta;KE014063;KE014;0.3687;430.3847;4.5766;0.9278;0.8678;0.322;0.0513;0.5443;0.3025;0.3007;0;0;0.0186;507.6874;218500.9939;0.2244;0.9976;0.725;259.4235;0.0476;0.1369;0.358;0.745;1.46452423063946;4.073208016466;266.385441759552;KE014063;7.4371;6.4666;0;0;4.3363;8.9515;3.3627;0.1552;1.614;1.3047;4.089;0.5935;0.0162;2.6992;7.8105;6.4282;2.2875;5.3783;5.5116;4.3635;4.264
Maragwa;KE021108;KE021;0.3145;466.6203;0;0.9685;0.859;0.2159;0.0494;0.3844;0.3882;0.2963;0;0;0.0121;418.8901;195462.5479;0.404;0.9923;0.355;167.4075;0.0579;0.1577;0.5947;0.3634;1.89294575526026;1.84178505917214;277.934330730212;KE021108;0;6.4233;0;0;2.1562;9.0142;5.4051;0.0861;3.7314;2.901;5.0781;0.6976;0.0698;6.533;7.0539;4.0298;6.3723;4.0263;8.1819;5.2016;4.2765
Marakwet East;KE028147;KE028;0.3078;782.1264;11.3032;0.9971;0.7259;0.1248;0.06;0.1148;0.2777;0.3697;0.001;0;0.4184;113.1154;88470.5389;0.6459;0.2795;0.3456;363.544;0.048;0.2116;0.3714;0.1606;1.35638373525906;3.05186340433288;338.475879357146;KE028147;8.2348;7.0734;1.3749;0;5.1575;8.6647;2.7717;4.4057;6.5834;7.0376;6.3205;2.2712;7.2815;6.6304;8.3934;6.2924;8.5431;5.7196;6.7338;6.7952;6.1366
Mukurweni;KE019098;KE019;0.2959;177.8379;0;0.9813;0.8677;0.267;0.0407;0.3065;0.3335;0.2769;0.0004;0;0.0114;739.7664;131558.4809;0.3422;0.9953;0.7822;193.8808;0.0896;0.1321;0.4182;0.4006;2.05231922847874;null;96.8744377669768;KE019098;0;6.2245;0.6674;0;2.2018;9.301;4.1015;0.0787;3.0028;0.9363;4.6172;0.5947;0.0395;2.1065;7.3075;5.8182;5.9741;3.5234;null;4.1121;3.7129
Masinga;KE016075;KE016;0.3102;1404.7442;0;0.9874;0.8171;0.1683;0.065;0.3852;0.3284;0.2377;0.0002;0;0.0099;114.2842;160540.0556;0.6121;0.8345;0.289;258.7879;0.0504;0.18;0.9081;0.2259;0.124579500831029;2.67845926786712;720.672776857882;KE016075;0;5.7765;0.3616;0;1.9383;8.4998;3.98;0.0627;6.1849;4.6124;5.3071;1.193;1.6663;7.2169;7.8063;0.8542;7.8441;9.6069;7.1806;6.4093;4.8088
Matayos;KE040228;KE040;0.3373;194.369;8.3319;0.9818;0.7887;0.1793;0.0626;0.3159;0.3357;0.3167;0.0009;0;0.0089;617.4878;120020.5808;0.5652;0.6358;0.6837;165.1478;0.032;0.208;0.3408;0.7123;0.583233305176287;2.99948556947805;70.6950068827925;KE040228;7.9657;6.6188;1.2731;0;4.8421;8.579;4.154;0.0521;5.6319;6.7613;5.699;1.5287;3.6766;3.1271;7.0305;6.6025;2.6376;8.1595;6.7965;5.4016;5.325
Mathare;KE047290;KE047;0.4913;2.9926;0;0.8893;0.88;0.405;0.128;0.799;null;null;null;null;0.0123;124348.9914;372117.5682;0.3558;0.9949;0.8863;10.1355;0.0077;0.1674;0.6291;0.8573;0.107492909265511;0.322478727796534;0.622871288746129;KE047290;0;null;null;null;0;6.4227;null;0.0882;3.1632;3.6454;3.6696;0.4493;0.0435;1.0279;2.2102;3.6812;1.0854;9.6608;10;5.3164;3.2861
Mathioya;KE021105;KE021;0.3081;349.552;0;0.9808;0.8421;0.2551;0.0319;0.3207;0.317;0.354;0;0;0.0141;399.6326;139692.332;0.2707;0.9886;0.9783;415.8863;0.0795;0.1398;0.2271;0.3906;1.14537424970603;2.29074849941205;177.725338015166;KE021105;0;6.9459;0;0;2.4169;9.5912;3.7083;0.1074;2.1599;1.5272;4.725;0.8974;0.1072;0.0746;8.6257;7.7546;6.0811;6.3855;7.6446;5.5986;4.372
Mathira;KE019096;KE019;0.3301;543.3165;0;0.9466;0.8829;0.353;0.0459;0.4438;0.3094;0.2097;0.0006;0;0.0185;430.8869;234108.1409;0.2538;0.9965;0.8208;250.5088;0.0764;0.1288;0.2997;0.5224;1.36688967213525;2.0930498104571;280.253281972038;KE019096;0;5.4089;0.9323;0;1.9106;9.1296;3.5272;0.1542;1.9606;0.683;4.2048;0.415;0.0273;1.7066;7.7501;7.0189;4.6703;5.6864;7.8812;5.0887;3.851
Matuga;KE002009;KE002;0.3257;1034.1959;0;0.9868;0.6505;0.1204;0.0974;0.2927;0.4757;0.3739;0.0004;0;0.0175;181.4514;187656.2962;0.5604;0.3443;0.469;180.4976;0.035;0.1998;0.4008;0.5594;0;2.13155651113888;328.934994158651;KE002009;0;7.1066;0.6674;0;2.6343;7.4316;7.4905;0.1435;5.5753;6.132;5.8509;3.1627;6.6259;5.3518;7.184;5.9945;4.2742;10;7.8351;6.8802;5.3758
Matungu;KE037206;KE037;0.3164;276.1085;0;0.9935;0.7501;0.1324;0.0713;0.1383;0.3294;0.312;0.004;0;0.015;622.5012;171877.9151;0.5229;0.654;0.878;111.7938;0.0318;0.2288;0.2055;0.7642;0.523627482883788;1.16361662863064;130.464624448799;KE037206;0;6.5749;3.1924;0;2.9506;8.2921;4.0038;0.1169;5.1332;8.3576;5.9603;1.9851;3.4925;1.1139;6.3565;7.9735;2.082;8.3476;8.9934;5.8951;5.0812
Matungulu;KE016078;KE016;0.3334;577.7142;0;0.9713;0.8556;0.2596;0.0627;0.5187;0.3435;0.2507;0.0008;0;0.0187;254.9614;147294.8386;0.497;0.9501;0.6011;131.6316;0.0499;0.1683;0.95;0.4779;0;2.91931478466071;269.328936371557;KE016078;0;5.9328;1.1659;0;2.1815;8.5757;4.3398;0.1563;4.8279;3.7145;4.9691;0.7378;0.4968;3.983;6.6387;0.4296;5.1466;10;6.8924;5.4545;4.3415
Mavoko;KE016080;KE016;0.4677;841.2855;0;0.8637;0.8941;0.4386;0.1071;0.86;0.2962;0.6501;0.0014;0;0.013;96.4277;81123.2282;0.2387;0.9815;0.7694;85.7461;0.0142;0.1516;0.5354;0.6291;2.34211586970145;7.02634760910435;414.986409908827;KE016080;0;8.7329;1.7365;0;3.8679;7.1118;3.2126;0.0957;1.7826;2.4328;3.3494;0.2826;0.1791;2.2391;5.8984;4.6307;3.5282;2.6089;1.9776;2.8887;3.3791
Mbooni;KE017083;KE017;0.3067;945.4062;0;0.9939;0.8268;0.2151;0.0501;0.4469;0.3148;0.2456;0.0008;0;0.0141;275.0486;260032.7034;0.5293;0.9362;0.3493;204.6767;0.0602;0.167;0.879;0.1463;1.38444124650703;1.99974846717682;595.259395870738;KE017083;0;5.8724;1.1659;0;2.1557;8.9911;3.6559;0.1074;5.2087;3.6147;5.1236;1.0783;0.6374;6.5921;7.4011;1.1491;8.6962;5.6311;7.9928;5.71;4.4949
Mogotio;KE030161;KE030;0.3248;1358.5114;0;0.9923;0.7632;0.1809;0.0992;0.2318;0.3047;0.2181;0.0006;0;0.1162;54.956;74658.2759;0.4358;0.7045;0.4159;161.1959;0.0391;0.198;0.1659;0.1756;1.87521073007067;4.55408320160019;537.997642298973;KE030161;0;5.5241;0.9323;0;1.9574;7.3722;3.4152;1.1929;4.1063;5.9939;4.7728;1.8302;2.9816;5.902;6.9886;8.3747;8.3826;4.0823;4.9361;5.9228;4.4092
Moiben;KE027143;KE027;0.3896;789.0872;0;0.9405;0.8454;0.3108;0.0999;0.4636;0.3008;0.4734;0.0001;0;0.0155;218.2343;172205.8282;0.3364;0.8777;0.8149;67.246;0.0287;0.1784;0.434;0.7001;0.812980613850687;1.97438149078024;229.248887851653;KE027143;0;7.8001;0.1891;0;2.9369;7.3492;3.3222;0.1223;2.9344;4.4896;4.0597;0.8584;1.2293;1.7677;5.4786;5.6581;2.7681;7.4344;8.0232;4.7285;3.9457
Molo;KE032166;KE032;0.3295;471.487;0;0.9784;0.8201;0.2366;0.0815;0.374;0.3144;0.1433;0;0;0.0168;333.0466;157027.1037;0.2634;0.9712;0.7382;130.7798;0.036;0.1861;0.2182;0.602;0.827882556365355;1.40103201846445;306.607952581665;KE032166;0;4.2937;0;0;1.2773;7.9558;3.6463;0.1361;2.0738;5.0806;4.3538;1.1575;0.2833;2.5624;6.6275;7.8448;3.8182;7.3874;8.7093;5.5768;3.9466
Mosop;KE029156;KE029;0.3289;603.0368;0;0.9945;0.8017;0.182;0.0523;0.2138;0.29;0.1975;0.0002;0;0.0112;251.6184;151735.1492;0.4166;0.7795;0.8014;124.2848;0.0445;0.2012;0.2337;0.305;1.84532062180111;1.71351200595817;265.400337684387;KE029156;0;5.2332;0.3616;0;1.7132;8.9186;3.0648;0.0765;3.88;6.2394;5.26;1.375;2.2228;1.9076;6.5395;7.6877;6.9974;4.1766;8.3354;5.4969;4.3526
Mwea;KE020100;KE020;0.3754;542.5765;0;0.962;0.8633;0.2332;0.0352;0.3494;0.3354;0.195;0.0005;0;0.0155;396.9336;215366.8978;0.2948;0.984;0.8186;206.4789;0.0454;0.1445;0.6068;0.3418;0.603621082486946;3.5288617130006;205.99070333772;KE020100;0;5.1958;0.8043;0;1.7967;9.4824;4.1468;0.1223;2.444;1.888;4.8061;0.6467;0.1538;1.7294;7.4163;3.9072;6.6035;8.0951;6.163;5.0075;4.0076
Saboti;KE026138;KE026;0.3556;351.8418;0;0.9805;0.8092;0.2175;0.0713;0.3257;0.2969;0.1681;0;0;0.0165;530.206;186548.1929;0.3357;0.8583;0.6678;124.1741;0.0233;0.2093;0.347;0.6757;0.964898116528756;3.05551070234106;147.810740135349;KE026138;0;4.7609;0;0;1.4503;8.2921;3.2293;0.1329;2.9262;6.8611;5.0055;1.2864;1.4255;3.2919;6.5379;6.5397;3.0293;6.955;6.7294;4.8743;3.9458
Moyale;KE010045;KE010;0.3225;9378.3317;0;0.9919;0.4105;0.0709;0.1076;0.2978;0.2847;0.2492;0;0;0.2479;8.7179;81759.5007;0.7831;0.4787;0.378;743.582;0.0343;0.1845;0.2648;0.4267;0.366929833547214;4.40315800256657;395.187038807768;KE010045;0;5.9151;0;0;1.9228;7.0953;2.9385;2.593;8.2009;4.9578;5.6169;6.0002;5.2661;6.2947;9.6294;7.3726;5.6947;8.8421;5.1167;7.1656;5.2711
Msambweni;KE002007;KE002;0.3804;414.1175;6.6573;0.9393;0.7261;0.2024;0.1195;0.5485;0.4891;0.281;0.0006;0.002;0.0217;362.7262;150211.2189;0.539;0.4837;0.4502;130.1649;0.0271;0.18;0.6404;0.739;0;2.33005232607163;98.2196836655029;KE002007;7.7678;6.2676;0.9323;5.8693;5.6895;6.7029;7.8098;0.1882;5.323;4.6124;5.4183;2.2689;5.2155;5.5466;6.6193;3.5667;2.3517;10;7.5976;6.2041;5.7807
Mt. Elgon;KE039216;KE039;0.3197;951.5579;5.0149;0.9945;0.8053;0.1612;0.0203;0.1208;0.3819;0.1952;0;0;0.0239;209.5586;199407.1161;0.5803;0.6467;0.4328;429.8907;0.0291;0.2273;0.1934;0.4729;1.20356788033475;1.85550048218274;625.008560858822;KE039216;7.5178;5.1988;0;0;3.9548;9.9736;5.255;0.2116;5.81;8.2425;7.0504;1.3325;3.5664;5.7269;8.6829;8.0961;5.2002;6.2018;8.1655;6.3857;5.952
Muhoroni;KE042243;KE042;0.3479;663.9963;0;0.9621;0.8122;0.2004;0.0689;0.3132;0.3795;0.1738;0.0013;0;0.0139;297.4647;197515.5295;0.4337;0.822;0.4495;97.291;0.031;0.2095;0.3062;0.4557;0.50628930438323;1.67075470446466;378.115982870105;KE042243;0;4.8586;1.6521;0;1.8672;8.3712;5.1978;0.1053;4.0816;6.8764;5.5523;1.2509;1.7928;5.5538;6.1165;6.9531;5.3843;8.4023;8.3865;6.0244;4.7173
Mumias East;KE037205;KE037;0.3258;150.7268;0;0.9921;0.7675;0.1641;0.045;0.1433;0.3463;0.1207;0.0001;0;0.0209;785.3155;118368.1295;0.4939;0.7812;0.8982;88.5438;0.0301;0.2273;0.2303;0.7578;1.01378640083794;1.26723300104743;122.945230538898;KE037205;0;3.7918;0.1891;0;1.1439;9.1592;4.4066;0.1797;4.7913;8.2425;6.2941;1.7794;2.2056;0.9046;5.9538;7.7222;2.1505;6.8007;8.8694;5.3095;4.5803
Mumias West;KE037204;KE037;0.3374;160.0915;0;0.9328;0.7784;0.2097;0.0675;0.3257;0.3302;0.4886;0.0008;0;0.0134;825.9787;132232.2506;0.3656;0.7929;0.8009;78.0838;0.0304;0.2111;0.3785;0.7666;1.05874322956534;1.28561677875791;68.6756547208276;KE037204;0;7.893;1.1659;0;3.1828;8.4174;4.0229;0.0999;3.2787;6.9992;5.2749;1.6505;2.0872;1.9128;5.7367;6.2205;2.0563;6.6589;8.8474;5.0245;4.5563
Mvita;KE001006;KE001;0.4112;13.0973;10.0425;0.6506;0.8183;0.4349;0.1209;0.9412;0.3385;null;null;null;0.0064;22808.2224;298729.4147;0.3079;0.989;0.9219;2.8184;0.0373;0.1214;0.932;0.8089;0.636027088962394;2.41020791606802;0;KE001006;8.1304;null;null;null;8.1304;6.6568;4.2207;0.0255;2.5984;0.1151;3.1565;1.1788;0.1032;0.659;0;0.612;1.6035;7.9929;7.5016;3.2716;5.4041
Mwala;KE016082;KE016;0.3095;1023.2361;0;0.9884;0.8331;0.219;0.0525;0.5195;0.3278;0.2537;0.0006;0;0.0157;232.8555;238266.1252;0.4325;0.9449;0.8112;156.9637;0.0672;0.154;0.9559;0.2012;1.5528854535269;1.72076496201629;824.524774060079;KE016082;0;5.9677;0.9323;0;2.1447;8.912;3.9657;0.1244;4.0674;2.617;4.7605;1.0038;0.5494;1.806;6.9427;0.3698;8.1085;5.0995;8.3267;4.8929;4.0366
Mwatate;KE006025;KE006;0.312;2832.6213;0;0.9894;0.8203;0.1949;0.0701;0.3624;0.3734;0.5759;0;0;0.0099;35.2127;99744.394;0.5049;0.9509;0.8703;361.1413;0.062;0.1575;0.5994;0.5921;1.70435643953651;2.20563774528254;136.792820214974;KE006025;0;8.3764;0;0;3.285;8.3317;5.0524;0.0627;4.921;2.8856;4.8695;1.1551;0.4887;1.1937;8.3819;3.9822;3.9242;4.6215;7.7464;4.6071;4.2876
Saku;KE010047;KE010;0.3305;2050.3647;53.0423;0.9808;0.544;0.1239;0.1059;0.3299;0.3276;0.2318;0;0;0.1183;27.5847;56558.6575;0.5628;0.7228;0.5116;588.8193;0.0437;0.1859;0.3531;0.317;0.530422774054641;4.77380496649177;178.95593394903;KE010047;9.5988;5.7028;0;0;5.474;7.1513;3.9609;1.2152;5.6036;5.0652;4.8885;4.4218;2.7964;4.9104;9.2263;6.4779;6.869;8.3261;4.6732;6.4338;5.6367
Mwingi East;KE015069;KE015;0.2895;4071.8774;0;0.9891;0.7311;0.1034;0.092;0.2639;0.3014;0.2766;0.0003;0;0.0912;34.6927;141264.4559;0.7232;0.7634;0.4029;332.8547;0.0517;0.2088;0.5;0.3867;0.991049016521886;null;956.272001171987;KE015069;0;6.2213;0.5204;0;2.1692;7.6096;3.3365;0.9271;7.4947;6.8227;5.7816;2.2097;2.3857;6.0367;8.241;4.9894;6.1229;6.8725;null;5.6417;4.7233
Mwingi North;KE015067;KE015;0.287;4828.5681;0;0.9938;0.7053;0.0907;0.0746;0.1895;0.3009;0.237;0.0005;0;0.1484;33.5055;161783.942;0.8056;0.5901;0.3622;296.4147;0.0497;0.2183;0.5729;0.2105;0.61810831603146;2.10156827450696;1269.86079575514;KE015067;0;5.7679;0.8043;0;2.0306;8.1833;3.3246;1.5352;8.4662;7.5518;6.5131;2.5148;4.139;6.4584;8.0408;4.2507;8.009;8.0494;7.871;6.5703;5.3663
Mwingi West;KE015068;KE015;0.3146;1156.6257;18.7849;0.9879;0.7857;0.1744;0.0721;0.4742;0.3135;0.1526;0.0001;0;0.0179;138.0767;159703.0474;0.406;0.9604;0.708;319.8963;0.0504;0.1847;0.9547;0.2816;1.25232425597737;2.50464851195473;796.328620548431;KE015068;8.6829;4.4777;0.1891;0;4.4619;8.2657;3.6249;0.1478;3.755;4.9731;4.7343;1.5642;0.3926;2.8753;8.1725;0.382;7.2479;6.048;7.3886;5.0041;4.7373
Naivasha;KE032168;KE032;0.3956;1683.1001;0;0.9203;0.8287;0.303;0.0666;0.6464;0.3314;0.1707;0.0002;0;0.0162;139.4769;234753.4639;0.3216;0.9715;0.8582;202.1627;0.0256;0.1813;0.5876;0.5691;0.212989402580732;3.0244495166464;254.15501404975;KE032168;0;4.8059;0.3616;0;1.5469;8.4471;4.0515;0.1297;2.76;4.7122;4.6758;1.0558;0.2803;1.319;7.3798;4.1017;4.1704;9.3279;6.7666;5.1954;3.9704
Nakuru Town East;KE032176;KE032;0.4064;45.7985;4.1452;0.868;0.8665;0.3997;0.0846;0.7393;0.2915;0.4821;0;0;0.0073;5267.5555;241245.6585;0.2296;0.9956;0.8361;7.3821;0.024;0.1664;0.703;0.8349;1.16064264875152;3.06741271455759;22.2490579283233;KE032176;7.3498;7.8536;0;0;4.8747;7.8536;3.1006;0.0351;1.6753;3.5687;3.8225;0.6089;0.0364;1.548;1.6628;2.9324;1.3252;6.3373;6.7152;3.0602;3.9583
Nakuru Town West;KE032175;KE032;0.4502;247.0011;0;0.844;0.8774;0.4714;0.1133;0.8765;0.2956;0.3769;0;0;0.0088;1091.5593;269615.5114;0.1969;0.9909;0.7938;9.9105;0.0129;0.167;0.849;0.8368;0.407988396044779;1.70613329255089;31.966527011189;KE032175;0;7.1301;0;0;2.5147;6.9074;3.1983;0.051;1.2898;3.6147;3.4101;0.48;0.084;1.9863;2.1715;1.453;1.3049;8.7125;8.3442;4.0744;3.3592
Nambale;KE040227;KE040;0.3135;237.2826;0;0.9923;0.7805;0.1487;0.0366;0.1958;0.3403;0.1928;0;0;0.0145;441.2183;104693.3893;0.5954;0.5308;0.5111;121.4778;0.0339;0.2168;0.2508;0.7267;0.764136117309189;1.14620417596378;103.434363244609;KE040227;0;5.1626;0;0;1.6068;9.4362;4.2636;0.1116;5.988;7.4367;6.3782;1.6257;4.739;4.9156;6.5;7.5144;2.4834;7.5886;9.0143;6.1029;5.0264
Nandi Hills;KE029153;KE029;0.3569;427.1013;0;0.9839;0.8096;0.1854;0.036;0.4589;0.3273;0.0869;0;0;0.0102;339.696;145084.6253;0.3641;0.9089;0.7264;197.6886;0.0267;0.2027;0.4163;0.5913;0.89602878178107;3.03271279987439;178.048608335407;KE029153;0;2.8333;0;0;0.7883;9.456;3.9538;0.0659;3.261;6.3546;5.6437;1.2816;0.9136;2.6847;7.3411;5.8375;3.9328;7.1724;6.7567;4.9533;4.0803
Narok East;KE033180;KE033;0.3141;2057.6578;0;0.9836;0.5545;0.0911;0.041;0.1532;0.296;0.4772;0.0009;0;0.0898;39.9291;82160.4863;0.3837;0.6659;0.3706;402.1405;0.0279;0.2407;0.1356;0.1704;0.24342601788255;2.19083416094295;774.981847440087;KE033180;0;7.8236;1.2731;0;3.1619;9.2911;3.2078;0.9122;3.4921;9.2709;6.5124;4.2977;3.3721;6.3714;8.5677;8.6817;8.4382;9.2318;7.7642;7.5483;6.0422
Narok North;KE033179;KE033;0.3448;2592.5709;0;0.9755;0.6245;0.1545;0.0447;0.2269;0.2886;0.3276;0;0;0.0996;61.606;159717.8713;0.29;0.8639;0.3668;536.8228;0.024;0.2195;0.1821;0.1985;0.626104011825863;2.31658484375569;1524.53917317328;KE033179;0;6.7182;0;0;2.3005;9.1691;3.0315;1.0164;2.3874;7.6439;5.6651;3.4701;1.3689;6.4107;9.0666;8.2106;8.1374;8.0242;7.6137;7.1029;5.3389
Njoro;KE032167;KE032;0.3176;716.9006;0;0.9763;0.8015;0.1919;0.0836;0.2582;0.2996;0.211;0;0;0.021;298.9821;214340.4503;0.385;0.9258;0.7273;185.4344;0.0399;0.1957;0.2411;0.495;0.933094988681447;2.05280897509918;284.887324033718;KE032167;0;5.427;0;0;1.7142;7.8866;3.2936;0.1807;3.5074;5.8173;4.6695;1.3774;0.7426;2.6754;7.2306;7.6127;4.9636;7.0554;7.9293;5.5484;4.1541
Narok South;KE033181;KE033;0.3152;4979.2;0;0.9929;0.5891;0.0881;0.0469;0.0733;0.276;0.1959;0;0;0.1762;33.7371;167983.765;0.4458;0.4891;0.3274;496.5384;0.0234;0.2395;0.0722;0.1882;0.416706936183212;1.19059124623775;1187.32244124848;KE033181;0;5.2093;0;0;1.6255;9.0966;2.7312;1.8307;4.2242;9.1788;6.4999;3.8886;5.1609;6.819;8.9319;9.3241;8.2477;8.685;8.9611;7.9209;5.9243
Narok West;KE032182;KE032;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1082.73003079209;KE032182;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Navakholo;KE037203;KE037;0.3123;255.5091;0;0.9935;0.7834;0.1555;0.0295;0.0847;0.3258;0.1144;0.0015;0;0.0152;602.9083;154048.5927;0.5101;0.6909;0.8231;67.0908;0.0309;0.2353;0.1358;0.6303;0.0649145819817671;1.23337705765358;170.343375725705;KE037203;0;3.6352;1.8175;0;1.4874;9.6703;3.918;0.1191;4.9823;8.8565;6.7519;1.5914;3.1192;1.6827;5.4746;8.6797;3.5153;9.7951;8.9099;6.4672;5.314
Ndaragwa;KE018093;KE018;0.3131;905.5964;0;0.9861;0.8466;0.2588;0.0611;0.2724;0.3539;0.2381;0;0;0.0159;142.776;129297.4781;0.3311;0.9832;0.884;287.1848;0.0531;0.1619;0.1122;0.4608;2.70693601492818;1.85618469595075;394.679771767181;KE018093;0;5.7814;0;0;1.8643;8.6284;4.5877;0.1265;2.872;3.2233;4.6157;0.8442;0.1619;1.0517;7.9861;8.9188;5.3297;1.4576;8.1646;5.3149;4.0764
Ndhiwa;KE043250;KE043;0.3146;710.0791;4.8971;0.9927;0.7761;0.1168;0.0385;0.1266;0.3234;0.2174;0.002;0;0.0143;287.5791;204203.8797;0.5095;0.664;0.2048;246.1001;0.0362;0.2348;0.214;0.2801;0.979413321049879;2.10573864025724;287.6500567235;KE043250;7.4969;5.5147;2.1791;0;4.4175;9.3736;3.8608;0.1095;4.9752;8.8181;6.5612;1.6777;3.3913;8.0893;7.7195;7.8873;7.264;6.9092;7.866;6.7696;6.0166
Ndia;KE020102;KE020;0.3423;215.7999;6.9212;0.9608;0.8611;0.2805;0.0439;0.4088;0.3504;0.3833;0.0007;0;0.0153;669.5246;144483.3364;0.2576;0.9984;0.9038;132.9497;0.0622;0.1344;0.4968;0.5879;1.79951547611153;3.25297028374008;175.45889504552;KE020102;7.802;7.1795;1.0525;0;4.936;9.1955;4.5043;0.1201;2.0054;1.1128;4.4963;0.6727;0.0081;0.8465;6.6559;5.0218;3.9692;4.3212;6.4931;3.9104;4.4608
Nithi;KE013060;KE013;0.328;463.6708;0;0.9802;0.8793;0.2754;0.028;0.4374;0.3143;0.0933;0;0;0.0218;318.648;147747.78;0.2327;0.9619;0.5273;280.7329;0.0635;0.1433;0.199;0.6841;2.23353609901064;null;447.072592132622;KE013060;0;3.0403;0;0;0.8535;9.7197;3.6439;0.1892;1.7119;1.7959;4.8097;0.4576;0.3774;4.7477;7.9469;8.0393;2.9394;2.9515;null;4.647;3.6352
Sabatia;KE038212;KE038;0.2963;111.0782;0;0.9853;0.8451;0.2253;0.1287;0.2077;0.3134;0.1848;0.0003;0;0.0155;1631.3894;181211.691;0.2266;0.9677;0.9194;93.9686;0.0621;0.1826;0.244;0.8282;1.3244178598472;0.993313394885398;66.8379212821334;KE038212;0;5.0384;0.5204;0;1.6715;6.3996;3.6225;0.1223;1.6399;4.812;3.6494;0.8619;0.3187;0.6849;6.0565;7.5833;1.3969;5.8205;9.1972;4.97;3.5484
North Horr;KE010046;KE010;0.3463;39243.878;0;0.9945;0.1747;0.0324;0.0862;0.0188;0.2049;0.1201;0;0;0.6871;1.6812;65975.6181;0.7896;0.7918;0.1432;910.5717;0.0534;0.1599;0.0455;0.2679;0.45471343574054;2.72828061444324;2095.00806936431;KE010046;0;3.7773;0;0;1.0961;7.8009;1.0367;7.2624;8.2775;3.0698;6.177;8.7881;2.0983;8.7276;9.9793;9.5947;7.3946;8.565;7.121;8.365;5.9723
North Imenti;KE012056;KE012;0.3915;293.6049;25.451;0.9215;0.8629;0.3036;0.0709;0.6372;0.3293;0.3155;0;0;0.0184;669.1171;196456.0692;0.1986;0.9968;0.9249;45.471;0.0458;0.1387;0.2976;0.7932;0;7.99160853413247;165.399435430008;KE012056;8.9509;6.6077;0;0;5.2242;8.3053;4.0014;0.1531;1.3098;1.4428;3.8123;0.6515;0.0243;0.6279;4.8027;7.0402;1.7716;10;0.8225;4.5744;4.5622
North Mugirango;KE046272;KE046;0.3358;171.2715;0;0.9913;0.8251;0.2405;0.0287;0.1447;0.321;0.3475;0.0014;0;0.0127;882.7012;151181.5826;0.5061;0.923;0.5559;234.1816;0.034;0.2003;0.172;0.4147;1.85207744982925;1.71978620341288;94.2529353209788;KE046272;0;6.8914;1.7365;0;2.7515;9.6967;3.8036;0.0925;4.9352;6.1704;6.0038;1.0984;0.7709;4.4514;7.6337;8.3129;5.8232;4.1553;8.3279;5.7456;4.9924
